Age,Tenure,MonthlyCharges,Contract,InternetService,PaymentMethod,SupportCalls,Churn
42,58,111.91,Month-to-month,Fiber optic,Mailed check,1,No
25,6,31.14,Two year,No,Electronic check,10,Yes
43,72,123.6,Month-to-month,Fiber optic,Bank transfer,3,No
50,63,51.88,Month-to-month,Fiber optic,Bank transfer,10,No
25,9,38.68,Month-to-month,No,Mailed check,1,No
64,47,137.0,Two year,Fiber optic,Mailed check,9,No
32,61,22.16,Month-to-month,Fiber optic,Electronic check,6,No
23,53,116.91,Month-to-month,No,Credit card,2,No
51,17,21.63,One year,DSL,Bank transfer,8,No
27,16,34.69,Month-to-month,Fiber optic,Electronic check,1,No
66,4,31.37,Month-to-month,Fiber optic,Mailed check,1,No
22,39,145.91,Month-to-month,DSL,Credit card,8,No
43,18,56.87,Month-to-month,DSL,Bank transfer,10,No
21,41,70.53,Two year,No,Credit card,6,No
41,10,38.54,Two year,Fiber optic,Bank transfer,1,No
75,30,75.05,Month-to-month,Fiber optic,Electronic check,1,No
58,20,78.78,Month-to-month,Fiber optic,Electronic check,9,No
51,10,28.42,Two year,Fiber optic,Bank transfer,3,No
27,66,131.66,Month-to-month,Fiber optic,Bank transfer,5,Yes
37,8,123.81,Month-to-month,Fiber optic,Electronic check,6,No
41,47,138.6,One year,Fiber optic,Bank transfer,8,No
53,32,100.84,One year,DSL,Bank transfer,9,Yes
30,41,66.04,One year,No,Bank transfer,1,Yes
79,19,88.26,One year,Fiber optic,Electronic check,8,No
58,63,144.27,Two year,Fiber optic,Electronic check,4,No
37,25,99.01,One year,Fiber optic,Credit card,8,No
24,65,83.5,One year,DSL,Mailed check,9,No
54,27,45.07,Two year,DSL,Bank transfer,9,No
45,70,92.96,Month-to-month,DSL,Electronic check,8,No
59,53,115.12,Two year,No,Credit card,10,No
54,64,30.66,Month-to-month,No,Bank transfer,5,No
57,8,147.4,Month-to-month,DSL,Electronic check,6,No
69,59,128.46,Month-to-month,No,Bank transfer,3,Yes
50,52,139.86,Month-to-month,Fiber optic,Credit card,6,No
62,2,62.09,Month-to-month,No,Credit card,4,Yes
40,4,29.73,Month-to-month,Fiber optic,Electronic check,2,No
76,40,34.0,Two year,DSL,Bank transfer,6,Yes
43,46,138.62,Month-to-month,Fiber optic,Mailed check,9,No
60,28,62.99,One year,No,Bank transfer,4,No
79,67,147.1,Month-to-month,DSL,Electronic check,4,Yes
39,4,48.53,Two year,No,Credit card,5,Yes
24,25,61.29,Month-to-month,DSL,Mailed check,5,No
32,6,78.03,One year,DSL,Credit card,1,Yes
33,72,65.11,One year,DSL,Mailed check,5,Yes
21,31,93.44,One year,DSL,Credit card,0,No
51,2,134.07,One year,Fiber optic,Mailed check,1,No
35,69,126.79,Month-to-month,DSL,Mailed check,10,No
24,53,126.47,Month-to-month,DSL,Credit card,9,No
26,33,141.92,One year,DSL,Electronic check,1,No
34,43,136.0,Month-to-month,Fiber optic,Credit card,10,No
40,56,123.54,Month-to-month,No,Bank transfer,2,No
78,18,138.35,Two year,Fiber optic,Electronic check,6,No
61,15,71.31,Month-to-month,No,Credit card,8,No
62,61,109.21,Two year,DSL,Electronic check,10,No
60,17,48.81,One year,Fiber optic,Mailed check,6,No
67,48,29.66,Month-to-month,DSL,Electronic check,8,No
37,61,120.36,Month-to-month,DSL,Mailed check,10,Yes
24,4,39.3,Two year,Fiber optic,Electronic check,1,Yes
49,21,86.41,Month-to-month,No,Credit card,7,Yes
18,3,65.95,Month-to-month,Fiber optic,Credit card,8,Yes
31,47,93.13,Month-to-month,Fiber optic,Electronic check,7,No
64,14,118.03,One year,DSL,Electronic check,7,No
49,0,132.04,Month-to-month,No,Electronic check,0,Yes
60,59,20.26,Two year,DSL,Electronic check,0,No
49,2,140.97,Month-to-month,No,Credit card,7,Yes
51,40,107.43,Month-to-month,DSL,Electronic check,0,Yes
36,34,29.63,One year,No,Credit card,0,No
31,22,45.27,Month-to-month,DSL,Electronic check,3,No
34,43,102.19,Month-to-month,Fiber optic,Mailed check,9,No
67,44,35.94,Month-to-month,Fiber optic,Electronic check,0,Yes
78,5,119.7,One year,No,Bank transfer,3,No
23,6,33.98,Month-to-month,Fiber optic,Electronic check,9,No
51,57,82.22,Month-to-month,Fiber optic,Bank transfer,0,No
47,12,78.67,One year,No,Mailed check,1,No
52,4,76.59,Two year,DSL,Electronic check,6,No
32,13,51.02,One year,No,Mailed check,8,Yes
18,48,65.48,Two year,Fiber optic,Credit card,6,Yes
30,13,108.22,Month-to-month,Fiber optic,Bank transfer,0,No
29,49,45.83,Month-to-month,Fiber optic,Mailed check,5,Yes
21,69,140.18,Two year,Fiber optic,Mailed check,8,Yes
40,32,88.56,Two year,Fiber optic,Electronic check,7,Yes
60,71,145.8,Month-to-month,Fiber optic,Electronic check,6,Yes
77,33,35.87,Two year,DSL,Credit card,3,No
58,65,58.54,Month-to-month,DSL,Electronic check,0,No
28,0,142.75,Two year,Fiber optic,Credit card,4,No
40,52,107.74,Month-to-month,Fiber optic,Bank transfer,7,Yes
36,38,107.74,Month-to-month,Fiber optic,Electronic check,3,No
31,62,32.96,Month-to-month,DSL,Credit card,5,Yes
79,22,84.36,Month-to-month,Fiber optic,Bank transfer,7,No
58,64,124.33,Month-to-month,Fiber optic,Electronic check,0,No
47,16,21.35,Month-to-month,No,Electronic check,2,No
45,34,58.63,Two year,No,Electronic check,1,No
37,7,43.18,Month-to-month,DSL,Mailed check,10,Yes
43,13,39.11,Month-to-month,No,Electronic check,3,No
57,44,83.2,Month-to-month,Fiber optic,Bank transfer,4,No
75,25,60.32,Month-to-month,Fiber optic,Mailed check,8,Yes
48,62,21.97,Month-to-month,No,Electronic check,0,No
29,67,74.47,Month-to-month,DSL,Bank transfer,0,No
77,9,34.94,Month-to-month,Fiber optic,Mailed check,4,No
37,58,83.21,Month-to-month,Fiber optic,Credit card,10,No
23,53,115.97,Month-to-month,Fiber optic,Mailed check,4,No
51,46,106.95,One year,No,Credit card,10,No
67,35,107.74,Month-to-month,No,Credit card,4,No
33,47,144.78,Month-to-month,Fiber optic,Electronic check,0,Yes
35,0,45.77,Month-to-month,Fiber optic,Bank transfer,8,Yes
35,17,67.29,Month-to-month,Fiber optic,Electronic check,0,Yes
68,35,81.91,Month-to-month,DSL,Mailed check,10,No
77,61,95.82,Two year,DSL,Electronic check,6,Yes
70,61,138.62,One year,Fiber optic,Credit card,4,Yes
32,40,116.75,Two year,Fiber optic,Credit card,7,No
70,69,95.73,One year,DSL,Mailed check,1,No
37,68,139.81,Month-to-month,DSL,Credit card,4,Yes
71,34,101.99,One year,DSL,Bank transfer,4,No
79,5,93.54,One year,No,Electronic check,10,Yes
62,32,38.83,Two year,No,Electronic check,1,No
77,50,139.78,Two year,DSL,Bank transfer,10,No
26,25,116.95,Two year,Fiber optic,Electronic check,3,Yes
58,65,21.53,One year,Fiber optic,Mailed check,7,No
21,27,109.69,Month-to-month,DSL,Mailed check,1,No
58,59,51.65,Month-to-month,DSL,Credit card,10,Yes
39,34,36.99,Month-to-month,No,Credit card,3,No
78,31,47.21,Month-to-month,Fiber optic,Bank transfer,5,Yes
48,5,47.06,One year,DSL,Credit card,3,Yes
65,20,124.73,Two year,DSL,Electronic check,2,No
36,47,140.24,One year,Fiber optic,Bank transfer,7,No
22,34,79.54,Month-to-month,Fiber optic,Bank transfer,0,Yes
64,26,39.78,Month-to-month,DSL,Bank transfer,9,No
31,7,144.55,One year,DSL,Electronic check,3,No
62,48,129.54,Month-to-month,DSL,Electronic check,6,No
46,43,124.86,Month-to-month,Fiber optic,Electronic check,10,Yes
78,46,63.49,Month-to-month,DSL,Credit card,5,No
39,7,83.53,Month-to-month,No,Credit card,0,Yes
42,64,149.69,Month-to-month,Fiber optic,Mailed check,9,No
63,15,54.55,Month-to-month,No,Electronic check,8,No
66,20,137.86,Month-to-month,Fiber optic,Bank transfer,1,Yes
25,15,72.4,Month-to-month,No,Electronic check,7,No
63,68,88.56,One year,DSL,Credit card,9,No
48,36,56.65,Month-to-month,Fiber optic,Bank transfer,1,No
79,48,67.08,One year,Fiber optic,Credit card,6,Yes
57,52,143.2,One year,Fiber optic,Mailed check,7,No
65,45,108.24,Month-to-month,Fiber optic,Electronic check,8,No
39,53,31.05,Month-to-month,Fiber optic,Electronic check,5,Yes
35,40,36.56,Two year,DSL,Mailed check,9,No
66,46,125.82,Month-to-month,Fiber optic,Bank transfer,7,No
18,14,134.39,Two year,Fiber optic,Credit card,5,Yes
53,31,139.1,Two year,DSL,Electronic check,4,No
78,0,65.2,Month-to-month,Fiber optic,Bank transfer,0,No
79,37,119.36,Month-to-month,Fiber optic,Electronic check,2,Yes
62,40,29.37,Month-to-month,No,Electronic check,1,Yes
48,38,42.09,Month-to-month,Fiber optic,Electronic check,7,No
68,66,23.53,Two year,No,Bank transfer,5,No
18,36,84.34,Month-to-month,No,Bank transfer,9,No
67,61,35.66,One year,DSL,Mailed check,6,Yes
29,39,86.37,Two year,Fiber optic,Bank transfer,4,No
63,5,33.09,Two year,Fiber optic,Bank transfer,9,No
39,3,45.16,Month-to-month,Fiber optic,Mailed check,2,No
64,22,27.12,Two year,DSL,Electronic check,2,No
55,57,28.44,Month-to-month,No,Electronic check,2,Yes
75,34,133.28,Two year,No,Electronic check,4,No
66,26,102.06,Month-to-month,DSL,Bank transfer,6,No
74,35,43.26,Month-to-month,No,Electronic check,5,No
27,68,91.83,Month-to-month,DSL,Bank transfer,4,No
41,13,112.62,Two year,Fiber optic,Electronic check,6,No
45,43,46.14,One year,DSL,Bank transfer,9,No
19,49,75.95,One year,DSL,Electronic check,0,No
19,60,107.25,One year,DSL,Electronic check,4,No
20,35,96.81,One year,No,Bank transfer,5,No
65,68,93.94,Month-to-month,Fiber optic,Credit card,1,No
45,62,142.97,Month-to-month,Fiber optic,Electronic check,9,No
64,7,132.97,Month-to-month,No,Electronic check,7,Yes
69,18,140.19,Two year,No,Electronic check,6,No
20,18,112.29,Month-to-month,DSL,Mailed check,1,No
70,66,99.76,Two year,No,Bank transfer,0,No
31,8,49.75,Month-to-month,Fiber optic,Credit card,7,No
43,60,137.16,Two year,DSL,Mailed check,3,No
77,70,76.47,Month-to-month,DSL,Credit card,4,No
36,30,53.45,One year,Fiber optic,Bank transfer,9,No
76,10,85.93,Month-to-month,DSL,Electronic check,1,Yes
49,59,95.92,Month-to-month,Fiber optic,Electronic check,7,No
18,31,79.03,One year,No,Bank transfer,5,Yes
69,46,50.7,Month-to-month,Fiber optic,Mailed check,9,No
20,21,33.99,Month-to-month,Fiber optic,Mailed check,1,No
57,33,149.29,Month-to-month,Fiber optic,Credit card,0,Yes
46,28,30.54,Two year,Fiber optic,Bank transfer,3,No
26,37,84.13,Month-to-month,Fiber optic,Electronic check,5,No
49,1,52.09,Month-to-month,Fiber optic,Bank transfer,5,Yes
40,40,62.34,One year,DSL,Bank transfer,5,No
24,20,26.1,Month-to-month,DSL,Electronic check,8,No
52,16,87.9,Month-to-month,Fiber optic,Bank transfer,5,Yes
20,67,114.92,One year,Fiber optic,Credit card,8,No
51,11,45.97,One year,No,Electronic check,4,No
32,60,96.43,One year,DSL,Electronic check,10,No
69,57,94.28,Two year,DSL,Electronic check,1,No
76,28,74.87,Month-to-month,DSL,Credit card,5,Yes
75,6,133.03,Month-to-month,No,Bank transfer,7,No
76,48,116.44,Two year,Fiber optic,Mailed check,4,Yes
24,50,146.64,One year,Fiber optic,Mailed check,5,No
49,14,43.96,One year,No,Bank transfer,0,No
31,64,90.96,Month-to-month,No,Electronic check,9,No
23,23,41.5,Two year,DSL,Electronic check,4,No
42,31,125.46,Month-to-month,DSL,Credit card,0,No
44,68,67.92,One year,Fiber optic,Electronic check,5,No
36,56,109.23,Two year,No,Bank transfer,4,No
25,32,23.42,One year,Fiber optic,Bank transfer,10,Yes
43,63,39.83,Two year,DSL,Credit card,1,No
27,24,48.56,Month-to-month,Fiber optic,Mailed check,6,Yes
20,20,118.75,Month-to-month,DSL,Mailed check,1,No
45,50,35.4,Month-to-month,DSL,Electronic check,8,No
22,18,135.51,Month-to-month,DSL,Electronic check,7,No
77,40,95.2,Month-to-month,DSL,Bank transfer,7,Yes
69,38,33.32,One year,Fiber optic,Electronic check,6,Yes
75,37,129.93,Month-to-month,Fiber optic,Credit card,2,No
24,66,82.11,Two year,DSL,Credit card,1,No
46,27,64.67,Month-to-month,DSL,Electronic check,5,No
69,50,96.25,Month-to-month,Fiber optic,Mailed check,4,Yes
53,30,24.38,Month-to-month,No,Electronic check,8,No
37,13,104.63,Month-to-month,Fiber optic,Mailed check,7,No
69,26,139.96,Month-to-month,DSL,Mailed check,3,No
37,29,105.59,Month-to-month,Fiber optic,Credit card,7,Yes
78,12,73.29,Month-to-month,DSL,Electronic check,0,Yes
24,42,22.37,One year,Fiber optic,Electronic check,3,Yes
61,72,81.05,Month-to-month,No,Credit card,3,Yes
18,27,81.37,Month-to-month,Fiber optic,Electronic check,1,No
74,40,96.71,Month-to-month,DSL,Bank transfer,1,No
40,14,117.62,Month-to-month,Fiber optic,Mailed check,5,No
19,22,45.82,One year,No,Electronic check,9,No
69,59,120.89,Month-to-month,DSL,Bank transfer,3,No
77,11,33.79,One year,Fiber optic,Bank transfer,1,No
75,50,138.66,Month-to-month,Fiber optic,Bank transfer,5,No
48,69,109.47,Two year,Fiber optic,Electronic check,3,No
21,57,139.59,Month-to-month,Fiber optic,Electronic check,10,Yes
32,55,76.7,Month-to-month,Fiber optic,Electronic check,10,No
19,11,109.12,Month-to-month,DSL,Credit card,1,No
20,5,130.05,Two year,No,Bank transfer,2,No
27,11,40.43,Month-to-month,Fiber optic,Bank transfer,2,No
52,60,122.44,Month-to-month,Fiber optic,Mailed check,10,Yes
65,6,130.24,Month-to-month,Fiber optic,Electronic check,7,No
54,10,135.41,Month-to-month,Fiber optic,Credit card,5,No
30,47,56.29,Month-to-month,Fiber optic,Electronic check,5,No
55,4,24.15,Month-to-month,No,Credit card,7,No
32,65,53.96,Month-to-month,No,Mailed check,10,No
46,50,109.6,Two year,Fiber optic,Credit card,9,Yes
73,62,45.56,One year,Fiber optic,Electronic check,2,No
26,50,79.55,Month-to-month,DSL,Credit card,1,No
72,18,74.81,One year,DSL,Electronic check,5,No
34,45,92.05,Month-to-month,Fiber optic,Mailed check,5,No
59,24,20.57,Two year,Fiber optic,Electronic check,8,No
34,68,107.7,Month-to-month,Fiber optic,Mailed check,4,No
28,35,115.64,One year,No,Bank transfer,3,Yes
45,44,20.33,Two year,DSL,Bank transfer,9,No
41,1,134.88,Two year,Fiber optic,Electronic check,7,Yes
49,10,87.61,Two year,Fiber optic,Credit card,8,Yes
32,49,129.12,Month-to-month,Fiber optic,Mailed check,0,No
78,68,102.84,Two year,No,Electronic check,3,Yes
59,15,118.13,Month-to-month,DSL,Electronic check,1,Yes
70,69,91.8,One year,No,Electronic check,10,Yes
66,59,115.62,Month-to-month,DSL,Bank transfer,6,Yes
62,51,40.93,Month-to-month,DSL,Bank transfer,9,No
26,37,32.15,Month-to-month,Fiber optic,Mailed check,8,No
54,0,131.3,One year,DSL,Mailed check,7,No
73,11,107.7,Month-to-month,Fiber optic,Electronic check,4,No
23,8,30.99,One year,Fiber optic,Mailed check,9,No
46,54,81.44,Month-to-month,DSL,Electronic check,4,Yes
29,19,54.21,Month-to-month,Fiber optic,Bank transfer,6,Yes
67,59,84.43,One year,Fiber optic,Bank transfer,5,No
75,54,51.87,Two year,Fiber optic,Credit card,9,No
21,62,123.2,Two year,DSL,Mailed check,8,Yes
67,63,139.85,Month-to-month,DSL,Electronic check,0,No
40,7,118.7,Month-to-month,Fiber optic,Credit card,5,Yes
77,48,33.95,Month-to-month,DSL,Bank transfer,8,No
18,34,80.67,Month-to-month,Fiber optic,Electronic check,8,No
29,56,102.73,Month-to-month,Fiber optic,Bank transfer,10,No
62,3,117.68,Month-to-month,Fiber optic,Credit card,6,No
66,32,105.45,Two year,No,Mailed check,7,No
22,69,55.62,Month-to-month,Fiber optic,Electronic check,3,No
27,0,69.42,Month-to-month,DSL,Credit card,4,No
38,34,31.15,Month-to-month,DSL,Bank transfer,1,No
20,22,67.41,Month-to-month,Fiber optic,Mailed check,10,No
66,55,125.22,Month-to-month,DSL,Credit card,1,No
59,30,54.22,Two year,Fiber optic,Credit card,2,No
64,18,86.36,Month-to-month,No,Mailed check,3,No
47,42,58.3,One year,Fiber optic,Mailed check,10,Yes
57,15,77.76,Month-to-month,DSL,Bank transfer,2,Yes
53,37,99.76,Two year,DSL,Mailed check,6,No
61,35,21.02,One year,Fiber optic,Electronic check,2,No
45,72,90.13,Two year,Fiber optic,Electronic check,8,No
58,44,112.69,One year,Fiber optic,Credit card,10,Yes
58,67,65.74,Two year,No,Electronic check,0,No
57,19,46.86,Month-to-month,Fiber optic,Electronic check,5,No
72,3,149.91,Month-to-month,Fiber optic,Bank transfer,3,No
39,25,77.62,Two year,Fiber optic,Electronic check,4,No
72,32,86.51,Two year,Fiber optic,Mailed check,0,No
19,30,50.52,Two year,DSL,Bank transfer,7,No
48,0,125.75,Two year,Fiber optic,Electronic check,6,No
45,0,122.97,Month-to-month,Fiber optic,Mailed check,2,No
71,40,39.93,Month-to-month,Fiber optic,Bank transfer,2,No
20,17,89.4,Two year,DSL,Credit card,2,No
31,26,119.56,Two year,Fiber optic,Electronic check,2,No
47,56,66.86,One year,DSL,Credit card,1,Yes
68,28,40.22,Month-to-month,Fiber optic,Electronic check,2,Yes
46,59,97.14,Month-to-month,No,Bank transfer,7,No
57,35,114.62,Month-to-month,Fiber optic,Bank transfer,3,No
29,53,74.95,Month-to-month,No,Bank transfer,10,No
76,20,114.87,Month-to-month,DSL,Mailed check,5,No
66,10,106.48,One year,No,Bank transfer,2,No
20,18,49.33,Two year,No,Credit card,10,No
61,10,138.21,Month-to-month,DSL,Bank transfer,9,Yes
26,34,103.76,Month-to-month,DSL,Credit card,9,No
52,22,142.86,Two year,Fiber optic,Electronic check,8,No
61,19,115.5,Month-to-month,DSL,Bank transfer,6,No
75,15,131.81,Month-to-month,DSL,Electronic check,0,No
22,29,98.45,Month-to-month,Fiber optic,Credit card,9,No
35,1,144.12,One year,Fiber optic,Credit card,7,No
60,27,61.09,One year,DSL,Mailed check,6,No
34,16,117.58,Month-to-month,Fiber optic,Electronic check,1,No
62,39,140.8,Month-to-month,Fiber optic,Mailed check,1,No
29,35,69.1,One year,No,Credit card,4,No
28,33,123.09,Month-to-month,Fiber optic,Mailed check,4,Yes
51,44,62.69,Two year,No,Electronic check,1,No
60,4,139.96,Two year,DSL,Credit card,2,No
30,6,143.46,Month-to-month,Fiber optic,Electronic check,1,No
72,35,95.7,Month-to-month,Fiber optic,Electronic check,9,No
71,27,135.0,Month-to-month,No,Electronic check,0,No
23,21,82.25,Month-to-month,DSL,Mailed check,10,No
36,27,147.81,Two year,Fiber optic,Mailed check,1,No
52,17,100.74,One year,No,Credit card,2,No
48,9,82.9,Month-to-month,DSL,Mailed check,10,Yes
33,16,61.21,Month-to-month,DSL,Electronic check,10,No
50,69,78.49,Month-to-month,Fiber optic,Bank transfer,4,No
77,8,46.88,Two year,No,Bank transfer,8,No
37,72,29.05,Two year,Fiber optic,Mailed check,0,Yes
31,49,100.82,Month-to-month,No,Bank transfer,10,No
63,8,44.56,One year,DSL,Credit card,2,No
53,57,28.89,One year,Fiber optic,Credit card,8,No
60,19,124.83,Month-to-month,No,Credit card,4,No
58,35,37.83,One year,Fiber optic,Mailed check,5,No
65,0,48.18,Month-to-month,Fiber optic,Electronic check,6,No
63,1,46.36,Month-to-month,DSL,Electronic check,6,No
55,57,124.4,Two year,Fiber optic,Credit card,1,No
46,42,25.99,Month-to-month,No,Credit card,3,No
46,30,137.51,Two year,DSL,Mailed check,4,No
34,68,142.9,Month-to-month,DSL,Bank transfer,6,No
45,71,77.21,Month-to-month,No,Credit card,4,No
55,70,59.59,Month-to-month,DSL,Mailed check,10,Yes
62,36,108.21,Month-to-month,No,Electronic check,5,No
65,60,136.23,One year,No,Bank transfer,6,No
41,4,43.03,Month-to-month,DSL,Bank transfer,5,No
63,53,58.05,Month-to-month,DSL,Bank transfer,0,No
45,59,43.1,Month-to-month,DSL,Mailed check,0,No
40,0,41.16,One year,DSL,Bank transfer,6,No
28,57,66.32,One year,No,Mailed check,7,Yes
34,64,39.78,Month-to-month,DSL,Mailed check,2,No
60,14,135.16,Month-to-month,No,Bank transfer,4,Yes
31,67,142.32,Month-to-month,DSL,Electronic check,8,No
22,13,73.62,One year,Fiber optic,Mailed check,0,Yes
34,69,102.35,Month-to-month,No,Mailed check,2,No
79,68,112.9,Month-to-month,No,Electronic check,9,No
27,35,111.65,Month-to-month,DSL,Bank transfer,5,Yes
26,72,108.26,Month-to-month,DSL,Electronic check,1,No
42,38,64.31,Month-to-month,DSL,Electronic check,4,Yes
41,52,76.47,One year,No,Credit card,0,Yes
75,32,28.72,Month-to-month,DSL,Mailed check,6,No
32,12,70.92,Two year,Fiber optic,Electronic check,10,Yes
43,22,60.42,Month-to-month,DSL,Mailed check,4,No
36,14,98.54,One year,Fiber optic,Credit card,8,No
33,14,134.99,Two year,Fiber optic,Electronic check,2,Yes
37,48,57.01,Two year,Fiber optic,Mailed check,2,No
33,4,96.43,Month-to-month,DSL,Bank transfer,9,No
62,6,145.42,Month-to-month,Fiber optic,Credit card,6,Yes
66,67,81.86,One year,No,Mailed check,8,No
28,14,72.05,Month-to-month,Fiber optic,Mailed check,3,Yes
48,43,91.94,One year,No,Credit card,4,No
34,0,137.86,Month-to-month,Fiber optic,Mailed check,7,Yes
71,54,28.48,Month-to-month,Fiber optic,Electronic check,10,No
24,39,92.32,One year,No,Bank transfer,8,No
43,1,55.57,Month-to-month,Fiber optic,Bank transfer,5,No
38,44,137.21,Month-to-month,Fiber optic,Credit card,3,No
40,11,43.91,Month-to-month,DSL,Electronic check,10,Yes
76,70,66.69,Month-to-month,Fiber optic,Bank transfer,1,No
51,36,44.5,One year,Fiber optic,Credit card,9,No
41,6,54.75,One year,Fiber optic,Credit card,5,Yes
68,34,144.56,One year,Fiber optic,Mailed check,2,No
66,66,31.05,One year,No,Bank transfer,4,No
26,58,93.44,Month-to-month,No,Bank transfer,3,No
46,22,20.84,One year,Fiber optic,Bank transfer,6,No
43,37,77.14,One year,DSL,Credit card,4,No
45,64,48.02,Month-to-month,No,Bank transfer,0,Yes
39,28,133.16,Two year,DSL,Bank transfer,9,No
69,49,42.62,One year,Fiber optic,Electronic check,8,No
79,34,74.69,Month-to-month,Fiber optic,Electronic check,3,No
